gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,period,teamname,teamattackingdirection,possessioneventtype,passerplayerid,receiverplayerid,passtype,passoutcometype,pressuretype
3813,6496239,6372483,3102.002,3102.703,0.701,3102.703,104,1,England,R,PA,1377,,4,2,3
3813,6496265,6372513,3105.372,3106.440,1.068,3106.440,106,1,England,R,PA,163,,5,2,3
3813,6496279,6372526,3110.210,3110.210,0.000,3110.210,108,1,England,R,PA,265,1377,5,1,2
3813,6496281,6372529,3111.378,3113.113,1.735,3113.113,108,1,England,R,PA,1377,10,5,1,2
3813,6496284,6372532,3114.381,3115.516,1.135,3115.516,108,1,England,R,PA,10,105,5,1,2
3813,6496287,6372535,3117.284,3118.285,1.001,3118.285,108,1,England,R,PA,105,1,5,1,2
3813,6496291,6372539,3120.320,3123.090,2.770,3123.090,108,1,England,R,PA,1,265,5,1,3
3813,6496294,6372543,3124.776,3126.894,2.118,3126.894,108,1,England,R,PA,265,10,5,1,2
3813,6496296,6372545,3127.995,3128.929,0.934,3128.929,108,1,England,R,PA,10,1377,5,1,2
3813,6496299,6372548,3129.663,3130.464,0.801,3130.464,108,1,England,R,PA,1377,163,5,1,3
3813,6496303,6372552,3131.298,3131.965,0.667,3131.965,108,1,England,R,PA,163,1377,5,1,3
3813,6496306,6372556,3132.733,3133.400,0.667,3133.400,108,1,England,R,PA,1377,10,5,1,3
3813,6496310,6372561,3135.602,3136.837,1.235,3136.837,108,1,England,R,PA,10,118,5,1,2
3813,6496315,6372566,3138.505,3141.775,3.270,3141.775,108,1,England,R,PA,118,123,5,1,2
3813,6496319,6372570,3144.244,3144.244,0.000,3144.244,108,1,England,R,PA,123,105,5,1,0
3813,6496326,6372577,3145.012,3147.681,2.669,3147.681,108,1,England,R,PA,105,265,5,1,2
3813,6496328,6372579,3148.282,3148.282,0.000,3148.282,108,1,England,R,PA,265,105,5,1,2
3813,6496331,6372582,3149.349,3149.349,0.000,3149.349,108,1,England,R,PA,105,10,5,1,2
3813,6496335,6372587,3150.684,3152.052,1.368,3152.052,108,1,England,R,PA,10,163,5,1,2
3813,6496379,6372630,3165.065,3165.899,0.834,3165.899,110,1,England,R,PA,4677,118,5,1,3
3813,6496381,6372632,3167.134,3169.236,2.102,3169.236,110,1,England,R,PA,118,123,5,1,2
3813,6496386,6372637,3170.671,3173.640,2.969,3173.640,110,1,England,R,PA,123,25,5,1,2
3813,6496390,6372641,3174.208,3174.208,0.000,3174.208,110,1,England,R,PA,25,123,5,1,2
3813,6496391,6372643,3174.875,3174.875,0.000,3174.875,110,1,England,R,PA,123,25,5,1,2
3813,6496394,6372646,3175.375,3176.343,0.968,3176.343,110,1,England,R,PA,25,118,5,1,2
3813,6496399,6372651,3178.846,3178.846,0.000,3178.846,110,1,England,R,PA,118,265,5,1,1
3813,6496401,6372654,3180.881,3181.982,1.101,3181.982,110,1,England,R,PA,265,1377,5,1,2
3813,6496405,6372659,3183.483,3185.185,1.702,3185.185,110,1,England,R,PA,1377,10,5,1,3
3813,6496406,6372662,3186.587,3186.587,0.000,3186.587,110,1,England,R,PA,10,265,5,1,2
3813,6496409,6372665,3187.421,3187.421,0.000,3187.421,110,1,England,R,PA,265,10,5,1,3
3813,6496411,6372667,3188.488,3188.488,0.000,3188.488,110,1,England,R,PA,10,118,5,1,2
3813,6496414,6372672,3190.824,3192.593,1.769,3192.593,110,1,England,R,PA,118,25,5,1,3
3813,6496417,6372675,3193.527,3193.527,0.000,3193.527,110,1,England,R,PA,25,118,5,1,3
3813,6496421,6372679,3194.561,3195.195,0.634,3195.195,110,1,England,R,PA,118,265,5,1,3
3813,6496423,6372681,3195.863,3196.697,0.834,3196.697,110,1,England,R,PA,265,118,5,1,3
3813,6496428,6372687,3198.265,3200.133,1.868,3200.133,110,1,England,R,PA,118,1377,5,1,3
3813,6496429,6372688,3202.135,3203.770,1.635,3203.770,110,1,England,R,PA,1377,,6,2,2
3813,6496443,6372700,3208.242,3218.252,10.010,3218.252,110,1,England,R,PA,1377,10,5,1,2
3813,6496444,6372702,3221.221,3222.322,1.101,3222.322,110,1,England,R,PA,10,118,5,1,2
3813,6496450,6372707,3224.224,3228.695,4.471,3228.695,110,1,England,R,PA,118,10,5,1,2
3813,6496453,6372710,3229.930,3233.066,3.136,3233.066,110,1,England,R,PA,10,25,5,1,3
3813,6496458,6372714,3235.890,3237.905,2.015,3237.905,110,1,England,R,PA,25,123,5,1,3
3813,6496462,6372718,3238.839,3239.840,1.001,3239.840,110,1,England,R,PA,123,4677,5,1,2
3813,6496465,6372720,3240.474,3240.474,0.000,3240.474,110,1,England,R,PA,4677,123,5,1,3
3813,6496466,6372721,3241.375,3242.075,0.700,3242.075,110,1,England,R,PA,123,265,5,1,3
3813,6496469,6372724,3242.976,3244.578,1.602,3244.578,110,1,England,R,PA,265,1377,5,1,2
3813,6496472,6372727,3247.080,3247.080,0.000,3247.080,110,1,England,R,PA,1377,10,5,1,2
3813,6496508,6372764,3249.082,3256.523,7.441,3256.523,110,1,England,R,PA,10,123,5,1,3
3813,6496509,6372765,3258.077,3259.726,1.649,3259.726,110,1,England,R,PA,123,25,5,1,2
3813,6496512,6372771,3260.661,3263.030,2.369,3263.030,110,1,England,R,PA,25,265,5,1,3
3813,6496514,6372773,3264.398,3265.899,1.501,3265.899,110,1,England,R,PA,265,1377,5,1,2
3813,6496516,6372775,3267.042,3267.968,0.926,3267.968,110,1,England,R,PA,1377,163,5,1,2
3813,6496519,6372781,3269.036,3273.974,4.938,3273.974,110,1,England,R,PA,163,105,5,1,3
3813,6496523,6372783,3274.374,3274.374,0.000,3274.374,110,1,England,R,PA,105,,6,2,3
3813,6496573,6372839,3305.005,3305.005,0.000,3305.005,113,1,England,R,PA,118,,1,2,3
3813,6496578,6372845,3308.509,3308.509,0.000,3308.509,115,1,England,R,PA,1377,265,5,1,3
3813,6496581,6372848,3309.476,3309.476,0.000,3309.476,115,1,England,R,PA,265,10,5,1,3
3813,6496585,6372852,3310.310,3311.578,1.268,3311.578,115,1,England,R,PA,10,118,5,1,3
3813,6496588,6372856,3312.980,3314.081,1.101,3314.081,115,1,England,R,PA,118,265,5,1,3
3813,6496590,6372858,3314.848,3314.848,0.000,3314.848,115,1,England,R,PA,265,10,5,1,2
3813,6496593,6372861,3316.016,3316.016,0.000,3316.016,115,1,England,R,PA,10,265,5,1,2
3813,6496596,6372865,3317.084,3319.019,1.935,3319.019,115,1,England,R,PA,265,,4,2,2
3813,6496611,6372883,3328.762,3328.762,0.000,3328.762,117,1,England,R,PA,10,1377,5,1,3
3813,6496616,6372888,3335.335,3335.335,0.000,3335.335,117,1,England,R,PA,169,10,5,1,2
3813,6496620,6372892,3336.870,3339.940,3.070,3339.940,117,1,England,R,PA,10,4677,5,1,3
3813,6496623,6372895,3341.808,3341.808,0.000,3341.808,117,1,England,R,PA,4677,118,5,1,3
3813,6496626,6372899,3343.377,3345.979,2.602,3345.979,117,1,England,R,PA,118,105,5,1,2
3813,6496630,6372903,3346.914,3349.283,2.369,3349.283,117,1,England,R,PA,105,265,5,1,2
3813,6496633,6372907,3350.884,3351.518,0.634,3351.518,117,1,England,R,PA,265,10,5,1,2
3813,6496636,6372909,3353.086,3354.788,1.702,3354.788,117,1,England,R,PA,10,265,5,1,2
3813,6496637,6372910,3356.123,3356.857,0.734,3356.857,117,1,England,R,PA,265,105,5,1,2
3813,6496642,6372914,3358.158,3359.126,0.968,3359.126,117,1,England,R,PA,105,123,5,1,2
3813,6496645,6372917,3359.860,3359.860,0.000,3359.860,117,1,England,R,PA,123,105,5,1,2
3813,6496648,6372922,3360.827,3361.828,1.001,3361.828,117,1,England,R,PA,105,118,5,1,2
3813,6496650,6372924,3362.829,3364.431,1.602,3364.431,117,1,England,R,PA,118,10,5,1,2
3813,6496653,6372928,3365.590,3374.641,9.051,3374.641,117,1,England,R,PA,10,105,5,1,2
3813,6496655,6372930,3376.610,3376.610,0.000,3376.610,117,1,England,R,PA,105,123,1,1,2
3813,6496658,6372934,3378.078,3378.078,0.000,3378.078,117,1,England,R,PA,123,25,5,1,3
3813,6496661,6372937,3379.246,3380.681,1.435,3380.681,117,1,England,R,PA,25,265,5,1,3
3813,6496663,6372940,3382.516,3382.516,0.000,3382.516,117,1,England,R,PA,265,10,5,1,3
3813,6496665,6372942,3383.814,3386.887,3.073,3386.887,117,1,England,R,PA,10,163,5,1,3
3813,6496668,6372945,3387.988,3387.988,0.000,3387.988,117,1,England,R,PA,163,,5,2,3
3813,6496690,6372966,3393.727,3395.028,1.301,3395.028,119,1,England,R,PA,265,1377,5,1,3
3813,6496693,6372969,3395.863,3396.597,0.734,3396.597,119,1,England,R,PA,1377,265,5,1,2
3813,6496694,6372970,3397.731,3397.731,0.000,3397.731,119,1,England,R,PA,265,10,5,1,2
3813,6496698,6372974,3398.632,3398.632,0.000,3398.632,119,1,England,R,PA,10,265,5,1,2
3813,6496702,6372979,3400.033,3402.169,2.136,3402.169,119,1,England,R,PA,265,105,5,1,2
3813,6496706,6372983,3403.337,3405.172,1.835,3405.172,119,1,England,R,PA,105,123,5,1,2
3813,6496711,6372988,3406.673,3406.673,0.000,3406.673,119,1,England,R,PA,123,105,5,1,2
3813,6496715,6372993,3407.841,3407.841,0.000,3407.841,119,1,England,R,PA,105,123,5,1,2
3813,6496718,6372997,3408.675,3408.675,0.000,3408.675,119,1,England,R,PA,123,265,5,1,2
3813,6496724,6373001,3410.010,3411.478,1.468,3411.478,119,1,England,R,PA,265,1377,5,1,2
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,1,England,R,PA,1377,4677,5,1,2
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,1,England,R,PA,4677,10,5,1,3
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,1,England,R,PA,10,105,5,1,2
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,1,England,R,PA,105,118,5,1,0
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,1,England,R,PA,118,123,4,1,2
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,1,England,R,PA,123,,5,0,3
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,1,England,R,PA,25,118,5,1,3
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,1,England,R,PA,118,10,5,1,2
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,1,England,R,PA,10,4677,5,1,2
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,1,England,R,PA,4677,1377,5,1,2
3813,6496797,6373072,3467.000,3467.000,0.000,3467.000,122,1,England,R,PA,1377,10,5,1,2
3813,6496801,6373077,3468.068,3469.136,1.068,3469.136,122,1,England,R,PA,10,4677,5,1,2
3813,6496805,6373081,3469.903,3471.438,1.535,3471.438,122,1,England,R,PA,4677,1377,5,1,3
3813,6496810,6373086,3472.239,3472.239,0.000,3472.239,122,1,England,R,PA,1377,,5,2,0
3813,6496907,6373184,3540.240,3541.875,1.635,3541.875,127,1,England,R,PA,10,1377,5,1,2
3813,6496914,6373190,3542.843,3543.510,0.667,3543.510,127,1,England,R,PA,1377,10,5,1,2
3813,6496916,6373193,3544.411,3547.080,2.669,3547.080,127,1,England,R,PA,10,169,5,1,3
3813,6496919,6373195,3549.241,3550.784,1.543,3550.784,127,1,England,R,PA,169,,1,2,2
3813,6496931,6373207,3563.397,3563.397,0.000,3563.397,128,1,England,R,PA,123,118,5,1,2
3813,6496953,6373228,3565.132,3571.872,6.740,3571.872,128,1,England,R,PA,118,105,5,1,2
3813,6496956,6373231,3573.040,3573.040,0.000,3573.040,128,1,England,R,PA,105,1,2,1,3
3813,6496961,6373235,3573.874,3573.874,0.000,3573.874,128,1,England,R,PA,1,,5,6,3
3813,6496979,6373253,3607.407,3607.407,0.000,3607.407,129,1,England,R,PA,118,4677,5,1,2
3813,6496989,6373262,3608.075,3610.811,2.736,3610.811,129,1,England,R,PA,4677,105,5,1,3
3813,6497042,6373311,3671.138,3674.508,3.370,3674.508,130,1,England,R,PA,10,1377,5,1,3
3813,6497047,6373316,3676.143,3677.344,1.201,3677.344,130,1,England,R,PA,1377,123,5,1,2
3813,6497054,6373325,3678.612,3681.548,2.936,3681.548,130,1,England,R,PA,123,4677,5,1,2
3813,6497057,6373328,3682.349,3683.417,1.068,3683.417,130,1,England,R,PA,4677,265,5,1,3
3813,6497059,6373330,3684.618,3684.618,0.000,3684.618,130,1,England,R,PA,265,123,5,1,3
3813,6497062,6373333,3686.119,3687.487,1.368,3687.487,130,1,England,R,PA,123,4677,5,1,3
3813,6497066,6373337,3688.155,3688.155,0.000,3688.155,130,1,England,R,PA,4677,105,5,1,3
3813,6497070,6373344,3689.323,3693.260,3.937,3693.260,130,1,England,R,PA,105,4677,5,1,3
3813,6497073,6373346,3694.161,3697.130,2.969,3697.130,130,1,England,R,PA,4677,1377,5,1,2
3813,6497079,6373352,3699.199,3700.067,0.868,3700.067,130,1,England,R,PA,1377,265,5,1,2
3813,6497083,6373357,3701.468,3702.236,0.768,3702.236,130,1,England,R,PA,265,4677,5,1,3
3813,6497085,6373359,3703.170,3704.071,0.901,3704.071,130,1,England,R,PA,4677,123,5,1,2
3813,6497090,6373364,3704.805,3706.006,1.201,3706.006,130,1,England,R,PA,123,118,5,1,3
3813,6497115,6373392,3708.175,3708.175,0.000,3708.175,130,1,England,R,PA,118,4677,5,1,3
3813,6497119,6373396,3708.775,3712.079,3.304,3712.079,130,1,England,R,PA,4677,118,5,1,3
3813,6497127,6373405,3712.880,3715.849,2.969,3715.849,130,1,England,R,PA,118,,5,2,3
3813,6495961,6372201,3804.671,3804.671,0.000,3804.671,132,2,England,L,PA,163,265,5,1,2
3813,6495965,6372205,3805.939,3808.742,2.803,3808.742,132,2,England,L,PA,265,123,5,1,2
3813,6495969,6372210,3811.545,3813.480,1.935,3813.480,132,2,England,L,PA,123,118,5,1,2
3813,6495973,6372214,3816.750,3818.018,1.268,3818.018,132,2,England,L,PA,118,123,5,1,2
3813,6495978,6372219,3820.020,3822.856,2.836,3822.856,132,2,England,L,PA,123,118,5,1,2
3813,6495991,6372233,3823.757,3825.659,1.902,3825.659,132,2,England,L,PA,118,169,5,1,3
3813,6495999,6372242,3828.262,3830.731,2.469,3830.731,132,2,England,L,PA,169,1377,5,1,3
3813,6496002,6372245,3832.766,3832.766,0.000,3832.766,132,2,England,L,PA,1377,10,5,1,0
3813,6496004,6372247,3834.067,3836.436,2.369,3836.436,132,2,England,L,PA,10,118,5,1,0
3813,6496007,6372250,3838.272,3841.508,3.236,3841.508,132,2,England,L,PA,118,169,5,1,3
3813,6496013,6372257,3843.177,3844.611,1.434,3844.611,132,2,England,L,PA,169,,1,0,3
3813,6496021,6372265,3847.281,3847.281,0.000,3847.281,132,2,England,L,PA,1377,265,5,1,0
3813,6496082,6372327,3890.657,3890.657,0.000,3890.657,135,2,England,L,PA,1377,,1,2,3
3813,6496114,6372360,3905.906,3909.042,3.136,3909.042,137,2,England,L,PA,4677,163,5,1,2
3813,6496152,6372397,3923.757,3923.757,0.000,3923.757,139,2,England,L,PA,118,123,5,1,2
3813,6496154,6372402,3924.958,3927.127,2.169,3927.127,139,2,England,L,PA,123,118,5,1,3
3813,6496161,6372404,3928.028,3928.829,0.801,3928.829,139,2,England,L,PA,118,123,5,1,2
3813,6496165,6372409,3930.163,3930.163,0.000,3930.163,139,2,England,L,PA,123,265,5,1,0
3813,6496168,6372412,3931.131,3931.131,0.000,3931.131,139,2,England,L,PA,265,118,5,1,3
3813,6496174,6372420,3932.299,3933.767,1.468,3933.767,139,2,England,L,PA,118,265,5,1,0
3813,6496176,6372423,3936.103,3936.103,0.000,3936.103,139,2,England,L,PA,265,4677,5,1,3
3813,6496185,6372432,3937.137,3938.038,0.901,3938.038,139,2,England,L,PA,4677,25,5,1,3
3813,6496221,6372466,3963.297,3963.297,0.000,3963.297,141,2,England,L,PA,118,25,1,1,2
3813,6496238,6372482,3964.831,3966.967,2.136,3966.967,141,2,England,L,PA,25,1,5,1,3
3813,6496359,6372609,4117.484,4118.418,0.934,4118.418,142,2,England,L,PA,1377,,5,2,3
3813,6496374,6372625,4121.388,4121.388,0.000,4121.388,142,2,England,L,PA,10,123,5,1,2
3813,6496382,6372633,4123.290,4125.893,2.603,4125.893,142,2,England,L,PA,123,1377,5,1,0
3813,6496392,6372647,4127.661,4128.862,1.201,4128.862,142,2,England,L,PA,1377,25,5,1,3
3813,6496398,6372653,4129.863,4130.931,1.068,4130.931,142,2,England,L,PA,25,,5,0,3
3813,6496410,6372670,4133.901,4134.735,0.834,4134.735,142,2,England,L,PA,1377,265,5,1,3
3813,6496418,6372676,4135.869,4137.237,1.368,4137.237,142,2,England,L,PA,265,10,5,1,3
3813,6496422,6372680,4138.805,4140.974,2.169,4140.974,142,2,England,L,PA,10,118,5,1,2
3813,6496426,6372685,4142.676,4142.676,0.000,4142.676,142,2,England,L,PA,118,123,5,1,3
3813,6496430,6372689,4144.578,4146.480,1.902,4146.480,142,2,England,L,PA,123,118,5,1,2
3813,6496459,6372715,4197.197,4199.700,2.503,4199.700,143,2,England,L,PA,10,118,5,1,2
3813,6496464,6372719,4202.069,4202.069,0.000,4202.069,143,2,England,L,PA,118,123,5,1,2
3813,6496467,6372722,4203.303,4204.738,1.435,4204.738,143,2,England,L,PA,123,118,5,1,1
3813,6496470,6372725,4205.572,4207.007,1.435,4207.007,143,2,England,L,PA,118,,1,2,3
3813,6496500,6372756,4222.489,4222.489,0.000,4222.489,147,2,England,L,PA,163,,5,5,3
3813,6496522,6372782,4240.374,4240.374,0.000,4240.374,149,2,England,L,PA,10,,5,2,0
3813,6496534,6372793,4259.726,4259.726,0.000,4259.726,151,2,England,L,PA,169,10,5,1,2
3813,6496536,6372794,4260.627,4263.263,2.636,4263.263,151,2,England,L,PA,10,169,5,1,2
3813,6496538,6372797,4267.167,4267.167,0.000,4267.167,151,2,England,L,PA,169,,1,2,2
3813,6496544,6372805,4273.941,4273.941,0.000,4273.941,153,2,England,L,PA,1377,265,5,1,0
3813,6496546,6372808,4274.808,4274.808,0.000,4274.808,153,2,England,L,PA,265,163,5,1,2
3813,6496550,6372814,4277.344,4283.750,6.406,4283.750,153,2,England,L,PA,163,1377,5,1,3
3813,6496551,6372815,4285.152,4285.152,0.000,4285.152,153,2,England,L,PA,1377,4677,5,1,3
3813,6496553,6372817,4286.386,4287.421,1.035,4287.421,153,2,England,L,PA,4677,163,5,1,3
3813,6496555,6372819,4288.088,4288.088,0.000,4288.088,153,2,England,L,PA,163,105,5,1,0
3813,6496559,6372824,4289.056,4290.224,1.168,4290.224,153,2,England,L,PA,105,4677,5,1,1
3813,6496563,6372830,4293.126,4295.896,2.770,4295.896,153,2,England,L,PA,4677,,0,2,3
3813,6496646,6372918,4369.603,4369.603,0.000,4369.603,157,2,England,L,PA,105,123,5,1,3
3813,6496649,6372923,4371.071,4372.039,0.968,4372.039,157,2,England,L,PA,123,105,5,1,0
3813,6496651,6372926,4373.574,4375.275,1.701,4375.275,157,2,England,L,PA,105,1,5,1,0
3813,6496652,6372927,4375.676,4376.543,0.867,4376.543,157,2,England,L,PA,1,163,5,1,2
3813,6496656,6372931,4377.177,4378.612,1.435,4378.612,157,2,England,L,PA,163,1,5,1,3
3813,6496657,6372932,4379.279,4380.380,1.101,4380.380,157,2,England,L,PA,1,163,5,1,3
3813,6496659,6372935,4381.348,4382.216,0.868,4382.216,157,2,England,L,PA,163,123,5,1,3
3813,6496662,6372938,4383.217,4383.917,0.700,4383.917,157,2,England,L,PA,123,105,5,1,2
3813,6496691,6372967,4401.268,4401.268,0.000,4401.268,159,2,England,L,PA,1377,4677,5,1,2
3813,6496696,6372972,4403.036,4405.005,1.969,4405.005,159,2,England,L,PA,4677,1377,5,1,3
3813,6496700,6372976,4406.640,4406.640,0.000,4406.640,159,2,England,L,PA,1377,,5,2,2
3813,6496708,6372985,4409.209,4409.209,0.000,4409.209,161,2,England,L,PA,10,265,5,1,3
3813,6496712,6372989,4409.810,4410.777,0.967,4410.777,161,2,England,L,PA,265,118,5,1,3
3813,6496721,6373002,4412.646,4414.147,1.501,4414.147,161,2,England,L,PA,118,25,5,1,2
3813,6496741,6373021,4415.382,4417.384,2.002,4417.384,161,2,England,L,PA,25,1,5,1,3
3813,6496746,6373024,4418.218,4418.218,0.000,4418.218,161,2,England,L,PA,1,25,2,1,2
3813,6496772,6373046,4478.779,4478.779,0.000,4478.779,162,2,England,L,PA,105,,5,6,3
3813,6496804,6373080,4500.200,4500.200,0.000,4500.200,164,2,England,L,PA,1377,10,5,1,2
3813,6496809,6373090,4501.368,4502.603,1.235,4502.603,164,2,England,L,PA,10,4677,5,1,2
3813,6496817,6373093,4503.136,4503.837,0.701,4503.837,164,2,England,L,PA,4677,265,5,1,2
3813,6496819,6373095,4504.671,4504.671,0.000,4504.671,164,2,England,L,PA,265,4677,5,1,2
3813,6496822,6373098,4505.873,4505.873,0.000,4505.873,164,2,England,L,PA,4677,118,5,1,2
3813,6496830,6373108,4507.608,4513.247,5.639,4513.247,164,2,England,L,PA,118,,5,2,2
3813,6496905,6373182,4544.144,4544.144,0.000,4544.144,166,2,England,L,PA,118,169,5,1,3
3813,6496909,6373186,4546.146,4546.146,0.000,4546.146,166,2,England,L,PA,169,,1,2,2
3813,6496930,6373206,4566.633,4567.067,0.434,4567.067,167,2,England,L,PA,105,123,5,1,3
3813,6496935,6373211,4567.734,4569.837,2.103,4569.837,167,2,England,L,PA,123,118,5,1,3
3813,6496939,6373215,4571.004,4573.774,2.770,4573.774,167,2,England,L,PA,118,10,5,1,2
3813,6496944,6373219,4575.175,4580.080,4.905,4580.080,167,2,England,L,PA,10,265,5,1,3
3813,6496945,6373220,4580.647,4580.647,0.000,4580.647,167,2,England,L,PA,265,10,5,1,2
3813,6496947,6373222,4581.415,4582.449,1.034,4582.449,167,2,England,L,PA,10,4677,5,1,2
3813,6496951,6373226,4585.085,4586.053,0.968,4586.053,167,2,England,L,PA,4677,163,5,1,3
3813,6496963,6373237,4591.692,4592.559,0.867,4592.559,167,2,England,L,PA,25,,5,2,3
3813,6497008,6373276,4615.048,4615.048,0.000,4615.048,169,2,England,L,PA,118,4677,5,1,2
3813,6497014,6373285,4617.150,4619.887,2.737,4619.887,169,2,England,L,PA,4677,123,5,1,2
3813,6497019,6373288,4622.022,4623.524,1.502,4623.524,169,2,England,L,PA,123,105,5,1,2
3813,6497025,6373295,4624.391,4625.425,1.034,4625.425,169,2,England,L,PA,105,4677,5,1,2
3813,6497028,6373298,4626.193,4626.193,0.000,4626.193,169,2,England,L,PA,4677,105,5,1,2
3813,6497030,6373300,4626.927,4627.828,0.901,4627.828,169,2,England,L,PA,105,118,5,1,0
3813,6497035,6373304,4628.629,4629.963,1.334,4629.963,169,2,England,L,PA,118,265,5,1,0
3813,6497039,6373308,4630.998,4632.900,1.902,4632.900,169,2,England,L,PA,265,163,5,1,2
3813,6497044,6373313,4633.967,4636.570,2.603,4636.570,169,2,England,L,PA,163,,5,2,3
3813,6497071,6373342,4642.843,4642.843,0.000,4642.843,171,2,England,L,PA,163,,5,2,3
3813,6497084,6373358,4659.059,4659.760,0.701,4659.760,172,2,England,L,PA,4677,123,5,1,0
3813,6497088,6373362,4660.594,4661.161,0.567,4661.161,172,2,England,L,PA,123,,5,2,3
3813,6497129,6373404,4671.738,4671.738,0.000,4671.738,174,2,England,L,PA,105,169,5,1,3
3813,6497133,6373409,4673.974,4676.743,2.769,4676.743,174,2,England,L,PA,169,,1,2,1
3813,6497156,6373430,4688.689,4688.689,0.000,4688.689,176,2,England,L,PA,1377,10,5,1,2
3813,6497160,6373435,4690.123,4696.964,6.841,4696.964,176,2,England,L,PA,10,4677,5,1,2
3813,6497163,6373438,4698.098,4699.266,1.168,4699.266,176,2,England,L,PA,4677,123,5,1,0
3813,6497165,6373440,4700.167,4702.069,1.902,4702.069,176,2,England,L,PA,123,25,5,1,0
3813,6497167,6373451,4703.203,4704.204,1.001,4704.204,178,2,England,L,PA,25,123,5,1,2
3813,6495909,6372151,4704.838,4705.973,1.135,4705.973,178,2,England,L,PA,123,118,5,1,3
3813,6495913,6372155,4707.241,4708.275,1.034,4708.275,178,2,England,L,PA,118,1377,5,1,0
3813,6495915,6372159,4711.345,4711.345,0.000,4711.345,178,2,England,L,PA,1377,,5,2,3
3813,6495953,6372194,4752.252,4752.252,0.000,4752.252,180,2,England,L,PA,169,,1,2,2
3813,6495979,6372220,4757.824,4757.824,0.000,4757.824,182,2,England,L,PA,1377,1,5,1,3
3813,6495981,6372223,4759.693,4759.693,0.000,4759.693,182,2,England,L,PA,1,,2,2,3
3813,6496036,6372280,4779.813,4779.813,0.000,4779.813,184,2,England,L,PA,123,25,5,1,2
3813,6496041,6372286,4781.548,4784.718,3.170,4784.718,184,2,England,L,PA,25,163,5,1,2
3813,6496288,6372536,4906.673,4906.673,0.000,4906.673,185,2,England,L,PA,163,10,5,1,3
3813,6496293,6372542,4907.941,4909.276,1.335,4909.276,185,2,England,L,PA,10,105,5,1,0
3813,6496302,6372551,4909.943,4911.011,1.068,4911.011,185,2,England,L,PA,105,1377,5,1,3
3813,6496307,6372557,4912.379,4912.379,0.000,4912.379,185,2,England,L,PA,1377,4677,5,1,2
3813,6496312,6372563,4912.946,4913.347,0.401,4913.347,185,2,England,L,PA,4677,265,5,1,0
3813,6496317,6372568,4914.014,4914.014,0.000,4914.014,185,2,England,L,PA,265,1377,5,1,2
3813,6496321,6372572,4915.115,4915.115,0.000,4915.115,185,2,England,L,PA,1377,265,5,1,0
3813,6496323,6372574,4915.449,4915.449,0.000,4915.449,185,2,England,L,PA,265,105,5,1,2
