gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,ball_visibility,ball_x,ball_y,ball_z,period,teamname,teamattackingdirection,possessioneventtype
3846,6596268,6475311,1457.157,1457.157,0.000,1457.157,59,VISIBLE,15.25,-5.31,0.00,1,England,L,PA
3846,6596274,6475317,1458.859,1459.927,1.068,1459.927,59,VISIBLE,18.6,-26.85,0.00,1,England,L,PA
3846,6596285,6475331,1460.961,1462.229,1.268,1462.229,59,VISIBLE,16.24,-28.08,0.03,1,England,L,PA
3846,6596297,6475340,1462.763,1463.397,0.634,1463.397,59,VISIBLE,18.42,-32.74,0.00,1,England,L,PA
3846,6596302,6475346,1465.232,1465.232,0.000,1465.232,59,ESTIMATED,30.1,-30.85,0.00,1,England,L,PA
3846,6596307,6475350,1466.066,1466.066,0.000,1466.066,59,VISIBLE,28.78,-20.36,0.00,1,England,L,PA
3846,6596341,6475381,1471.872,1474.842,2.970,1474.842,59,ESTIMATED,41.01,26.67,3.14,1,England,L,PA
3846,6596346,6475386,1476.476,1478.312,1.836,1478.312,59,VISIBLE,30.29,25.79,0.00,1,England,L,PA
3846,6596354,6475395,1479.646,1482.449,2.803,1482.449,59,VISIBLE,30.26,14.24,0.01,1,England,L,PA
3846,6596391,6475431,1501.802,1501.802,0.000,1501.802,60,ESTIMATED,42.07,33.50,1.85,1,England,L,PA
3846,6596394,6475435,1502.870,1503.337,0.467,1503.337,60,VISIBLE,39.21,31.53,0.02,1,England,L,PA
3846,6596406,6475446,1504.171,1505.506,1.335,1505.506,60,ESTIMATED,41.48,32.69,0.12,1,England,L,PA
3846,6596558,6475598,1688.689,1688.689,0.000,1688.689,62,ESTIMATED,7.31,6.94,-0.72,1,England,L,PA
3846,6596568,6475607,1689.756,1690.490,0.734,1690.490,62,ESTIMATED,4.05,10.62,0.28,1,England,L,PA
3846,6596591,6475629,1696.997,1697.698,0.701,1697.698,63,VISIBLE,20,19.99,0.05,1,England,L,PA
3846,6596605,6475643,1698.966,1701.668,2.702,1701.668,63,VISIBLE,26.57,25.96,0.03,1,England,L,PA
3846,6596612,6475650,1702.336,1702.336,0.000,1702.336,63,VISIBLE,30.89,28.66,0.00,1,England,L,PA
3846,6596623,6475661,1703.036,1704.838,1.802,1704.838,63,VISIBLE,24.24,25.57,0.00,1,England,L,PA
3846,6596630,6475668,1706.240,1707.307,1.067,1707.307,63,VISIBLE,17.47,18.97,0.00,1,England,L,PA
3846,6596634,6475672,1707.974,1708.041,0.067,1708.041,63,VISIBLE,21.68,20.12,0.00,1,England,L,PA
3846,6596639,6475680,1709.443,1709.443,0.000,1709.443,63,VISIBLE,19.67,29.15,0.13,1,England,L,PA
3846,6596644,6475684,1710.677,1712.012,1.335,1712.012,63,VISIBLE,11.94,19.59,0.00,1,England,L,PA
3846,6596650,6475692,1713.380,1714.982,1.602,1714.982,63,VISIBLE,7.46,-8.11,0.00,1,England,L,PA
3846,6596659,6475701,1716.283,1718.252,1.969,1718.252,63,VISIBLE,18.84,-23.32,0.00,1,England,L,PA
3846,6596665,6475708,1719.319,1719.319,0.000,1719.319,63,VISIBLE,27.52,-31.88,0.03,1,England,L,PA
3846,6596732,6475771,1741.341,1741.341,0.000,1741.341,65,VISIBLE,3.31,-27.45,0.00,1,England,L,PA
3846,6596740,6475778,1742.242,1742.643,0.401,1742.643,65,VISIBLE,4.46,-33.38,0.00,1,England,L,PA
3846,6596757,6475795,1752.052,1752.052,0.000,1752.052,66,ESTIMATED,6.24,-32.94,1.80,1,England,L,PA
3846,6596767,6475803,1753.353,1753.353,0.000,1753.353,66,ESTIMATED,13.65,-23.82,1.32,1,England,L,PA
3846,6596771,6475806,1754.454,1754.454,0.000,1754.454,66,VISIBLE,9.03,-19.01,1.00,1,England,L,PA
3846,6596787,6475820,1757.090,1761.628,4.538,1761.628,66,ESTIMATED,1.23,27.15,0.00,1,England,L,PA
3846,6596796,6475836,1763.030,1767.000,3.970,1767.000,66,VISIBLE,6.92,19.33,0.09,1,England,L,PA
3846,6596811,6475844,1767.935,1769.102,1.167,1769.102,66,VISIBLE,9.97,30.39,0.56,1,England,L,PA
3846,6596839,6475873,1807.508,1807.508,0.000,1807.508,68,ESTIMATED,-13.44,20.08,5.18,1,England,L,PA
3846,6596843,6475877,1809.176,1809.176,0.000,1809.176,68,ESTIMATED,-6.14,19.49,1.99,1,England,L,PA
3846,6596904,6476445,1831.198,1831.198,0.000,1831.198,71,ESTIMATED,-24.28,28.99,2.82,1,England,L,PA
3846,6596935,6475967,1848.048,1848.048,0.000,1848.048,73,ESTIMATED,-15.72,7.30,0.97,1,England,L,PA
3846,6597056,6476091,1893.694,1895.295,1.601,1895.295,76,VISIBLE,-7.14,22.83,0.00,1,England,L,PA
3846,6597071,6476104,1945.546,1945.546,0.000,1945.546,78,VISIBLE,-3.45,20.76,0.06,1,England,L,PA
3846,6597073,6476106,1946.647,1946.647,0.000,1946.647,78,VISIBLE,-9.96,16.68,0.05,1,England,L,PA
3846,6597079,6476111,1947.714,1949.082,1.368,1949.082,78,VISIBLE,-4.4,17.64,0.28,1,England,L,PA
3846,6597082,6476114,1951.518,1951.518,0.000,1951.518,78,VISIBLE,-11.99,-10.35,0.00,1,England,L,PA
3846,6597086,6476119,1952.953,1953.754,0.801,1953.754,78,ESTIMATED,-12.91,6.51,0.11,1,England,L,PA
3846,6597089,6476122,1954.588,1955.622,1.034,1955.622,78,VISIBLE,-11.31,14.20,0.00,1,England,L,PA
3846,6597094,6476127,1956.890,1960.227,3.337,1960.227,78,ESTIMATED,-9.95,10.85,0.78,1,England,L,PA
3846,6597100,6476132,1962.162,1962.162,0.000,1962.162,78,ESTIMATED,4.64,30.25,4.17,1,England,L,PA
3846,6597157,6476199,1972.206,1973.907,1.701,1973.907,80,VISIBLE,1.43,20.48,0.06,1,England,L,PA
3846,6597165,6476200,1974.508,1974.508,0.000,1974.508,80,VISIBLE,2.1,17.21,0.15,1,England,L,PA
3846,6597175,6476210,1975.409,1977.277,1.868,1977.277,80,VISIBLE,5.57,28.73,0.00,1,England,L,PA
3846,6595390,6474454,1978.011,1978.478,0.467,1978.478,80,VISIBLE,10.77,32.06,0.03,1,England,L,PA
3846,6595391,6474455,1979.246,1980.013,0.767,1980.013,80,VISIBLE,5.07,31.63,0.17,1,England,L,PA
3846,6595393,6474457,1984.051,1985.986,1.935,1985.986,80,VISIBLE,-8.54,10.84,0.00,1,England,L,PA
3846,6595396,6474459,1987.988,1989.056,1.068,1989.056,80,VISIBLE,-9.14,-12.56,0.00,1,England,L,PA
3846,6595398,6474461,1990.958,1994.795,3.837,1994.795,80,VISIBLE,14,-30.95,0.00,1,England,L,PA
3846,6595406,6474469,1999.700,2002.803,3.103,2002.803,82,VISIBLE,17.63,1.86,0.07,1,England,L,PA
3846,6595410,6474473,2003.737,2003.737,0.000,2003.737,82,VISIBLE,29.86,11.95,0.65,1,England,L,PA
3846,6595411,6474474,2004.438,2004.438,0.000,2004.438,82,ESTIMATED,32.06,15.19,1.09,1,England,L,PA
3846,6595416,6474479,2007.541,2008.275,0.734,2008.275,82,ESTIMATED,44.84,26.14,0.00,1,England,L,PA
3846,6595418,6474482,2009.076,2010.077,1.001,2010.077,82,VISIBLE,34.76,24.80,0.00,1,England,L,PA
3846,6595421,6474486,2011.078,2011.812,0.734,2011.812,82,VISIBLE,26.19,15.21,0.00,1,England,L,PA
3846,6595424,6474489,2012.746,2013.714,0.968,2013.714,82,ESTIMATED,23.81,14.16,0.18,1,England,L,PA
3846,6595432,6474498,2014.915,2015.349,0.434,2015.349,82,VISIBLE,31.03,28.18,0.00,1,England,L,PA
3846,6595437,6474502,2017.217,2017.718,0.501,2017.718,82,ESTIMATED,40.89,29.21,0.00,1,England,L,PA
3846,6595440,6474505,2018.619,2019.419,0.800,2019.419,82,VISIBLE,28.95,29.94,0.04,1,England,L,PA
3846,6595441,6474506,2020.320,2021.255,0.935,2021.255,82,VISIBLE,16.7,19.88,0.00,1,England,L,PA
3846,6595463,6474531,2060.260,2060.260,0.000,2060.260,84,ESTIMATED,21.39,26.22,10.11,1,England,L,PA
3846,6595466,6474534,2061.595,2061.595,0.000,2061.595,84,ESTIMATED,21.88,18.58,1.19,1,England,L,PA
3846,6595468,6474536,2062.796,2062.796,0.000,2062.796,84,VISIBLE,25.02,13.25,0.19,1,England,L,PA
3846,6595479,6474548,2066.200,2066.200,0.000,2066.200,86,ESTIMATED,15.68,12.24,2.90,1,England,L,PA
3846,6595481,6474551,2067.434,2067.434,0.000,2067.434,86,ESTIMATED,19.05,14.21,2.83,1,England,L,PA
3846,6595526,6474597,2096.964,2096.964,0.000,2096.964,88,ESTIMATED,-2.69,32.07,2.09,1,England,L,PA
3846,6595529,6474599,2098.165,2102.703,4.538,2102.703,88,VISIBLE,-6.15,13.71,0.00,1,England,L,PA
3846,6595532,6474602,2105.072,2105.072,0.000,2105.072,88,VISIBLE,-8.88,-9.89,0.00,1,England,L,PA
3846,6595534,6474604,2107.040,2108.275,1.235,2108.275,88,VISIBLE,3.4,-30.73,0.00,1,England,L,PA
3846,6595535,6474605,2109.309,2109.309,0.000,2109.309,88,VISIBLE,8.51,-33.03,0.00,1,England,L,PA
3846,6595539,6474609,2110.811,2111.979,1.168,2111.979,88,ESTIMATED,-0.42,-32.49,0.00,1,England,L,PA
3846,6595542,6474612,2113.313,2114.715,1.402,2114.715,88,VISIBLE,-28.7,-26.20,0.03,1,England,L,PA
3846,6595543,6474613,2116.950,2118.352,1.402,2118.352,88,VISIBLE,-32.49,5.57,0.00,1,England,L,PA
3846,6595548,6474618,2120.187,2128.262,8.075,2128.262,88,VISIBLE,1.76,16.91,0.00,1,England,L,PA
3846,6595549,6474619,2129.129,2129.129,0.000,2129.129,88,VISIBLE,2.51,8.59,0.00,1,England,L,PA
3846,6595551,6474622,2130.330,2130.330,0.000,2130.330,88,VISIBLE,-5.56,5.53,0.00,1,England,L,PA
3846,6595553,6474623,2131.832,2133.233,1.401,2133.233,88,ESTIMATED,-3.56,-12.80,0.00,1,England,L,PA
3846,6595557,6474627,2134.535,2137.771,3.236,2137.771,88,VISIBLE,20.76,-30.03,0.00,1,England,L,PA
3846,6595560,6474629,2138.805,2139.473,0.668,2139.473,88,VISIBLE,23.25,-31.74,0.04,1,England,L,PA
3846,6595567,6474635,2146.013,2146.013,0.000,2146.013,90,VISIBLE,19.45,5.66,0.00,1,England,L,PA
3846,6595571,6474639,2146.680,2147.114,0.434,2147.114,90,ESTIMATED,17,6.91,0.26,1,England,L,PA
3846,6595574,6474642,2147.881,2150.017,2.136,2150.017,90,ESTIMATED,21.96,13.57,0.17,1,England,L,PA
3846,6595577,6474644,2150.784,2151.051,0.267,2151.051,90,VISIBLE,18.27,10.62,0.00,1,England,L,PA
3846,6595579,6474646,2151.485,2151.485,0.000,2151.485,90,VISIBLE,20.45,10.79,0.00,1,England,L,PA
3846,6595581,6474648,2151.985,2153.020,1.035,2153.020,90,VISIBLE,19.87,16.62,0.11,1,England,L,PA
3846,6595612,6474678,2346.246,2346.246,0.000,2346.246,91,ESTIMATED,38.46,29.31,3.39,1,England,L,PA
3846,6595659,6474720,2386.086,2386.086,0.000,2386.086,93,ESTIMATED,-31.48,30.15,0.40,1,England,L,PA
3846,6595689,6474751,2392.827,2395.896,3.069,2395.896,95,VISIBLE,-16.54,17.45,0.05,1,England,L,PA
3846,6595695,6474757,2397.297,2401.034,3.737,2401.034,95,ESTIMATED,16.03,29.07,0.00,1,England,L,PA
3846,6595698,6474761,2402.503,2402.503,0.000,2402.503,95,VISIBLE,23.35,29.66,0.00,1,England,L,PA
3846,6595700,6474763,2403.237,2403.237,0.000,2403.237,95,VISIBLE,27.29,21.08,0.00,1,England,L,PA
3846,6595702,6474765,2404.271,2404.738,0.467,2404.738,95,VISIBLE,35.26,17.53,0.00,1,England,L,PA
3846,6595705,6474774,2405.572,2406.907,1.335,2406.907,95,VISIBLE,41.25,11.57,0.15,1,England,L,PA
3846,6595754,6474814,2459.126,2459.126,0.000,2459.126,97,VISIBLE,-28.73,-13.22,0.00,1,England,L,PA
3846,6595783,6474846,2471.371,2479.980,8.609,2479.980,99,VISIBLE,22.91,-15.33,0.03,1,England,L,PA
3846,6595788,6474851,2480.814,2482.249,1.435,2482.249,99,VISIBLE,16.42,-9.76,0.00,1,England,L,PA
3846,6595794,6474858,2483.116,2483.951,0.835,2483.951,99,VISIBLE,12.18,1.23,0.00,1,England,L,PA
3846,6595797,6474861,2485.519,2486.854,1.335,2486.854,99,VISIBLE,14.19,23.32,0.00,1,England,L,PA
3846,6595803,6474865,2488.021,2490.390,2.369,2490.390,99,VISIBLE,32.98,27.24,0.06,1,England,L,PA
3846,6595874,6474929,2535.068,2535.068,0.000,2535.068,104,ESTIMATED,-34.36,-16.52,2.24,1,England,L,PA
3846,6595882,6474935,2537.304,2537.304,0.000,2537.304,104,ESTIMATED,-38.43,-4.04,1.68,1,England,L,PA
3846,6595887,6474940,2538.839,2538.839,0.000,2538.839,104,VISIBLE,-34.54,-1.38,0.09,1,England,L,PA
3846,6595889,6474942,2539.907,2539.907,0.000,2539.907,104,VISIBLE,-34.57,10.47,0.00,1,England,L,PA
3846,6595897,6474948,2540.841,2541.842,1.001,2541.842,104,VISIBLE,-38.88,10.26,0.01,1,England,L,PA
3846,6595898,6474949,2542.809,2542.809,0.000,2542.809,104,VISIBLE,-26.64,12.29,0.00,1,England,L,PA
3846,6595909,6476279,2544.477,2546.780,2.303,2546.780,106,ESTIMATED,-14.89,2.09,3.96,1,England,L,PA
3846,6595914,6474967,2548.115,2548.115,0.000,2548.115,106,ESTIMATED,-8.94,1.49,1.95,1,England,L,PA
3846,6595930,6474981,2552.719,2554.254,1.535,2554.254,106,VISIBLE,28.72,-8.48,0.00,1,England,L,PA
3846,6595933,6475012,2555.489,2555.489,0.000,2555.489,106,VISIBLE,38.62,-14.85,0.08,1,England,L,PA
3846,6595987,6475035,2606.640,2606.640,0.000,2606.640,107,ESTIMATED,41.52,13.97,1.65,1,England,L,PA
3846,6596005,6475106,2608.408,2608.408,0.000,2608.408,109,VISIBLE,33.93,14.51,0.20,1,England,L,PA
3846,6596017,6475061,2609.843,2609.843,0.000,2609.843,109,ESTIMATED,33.26,8.18,1.42,1,England,L,PA
3846,6596126,6475165,2654.488,2654.488,0.000,2654.488,111,ESTIMATED,31.3,35.87,0.73,1,England,L,PA
3846,6596140,6475179,2656.456,2657.791,1.335,2657.791,111,VISIBLE,15.9,21.99,0.30,1,England,L,PA
3846,6596147,6475186,2659.092,2659.826,0.734,2659.826,111,VISIBLE,15.77,3.38,0.14,1,England,L,PA
3846,6596154,6475196,2661.595,2663.297,1.702,2663.297,111,VISIBLE,23.26,-24.54,0.02,1,England,L,PA
3846,6596163,6475205,2664.131,2667.701,3.570,2667.701,111,VISIBLE,21.68,-27.40,0.00,1,England,L,PA
3846,6596173,6475214,2669.069,2670.370,1.301,2670.370,111,VISIBLE,4.13,-12.60,0.00,1,England,L,PA
3846,6596176,6475218,2671.738,2671.738,0.000,2671.738,111,ESTIMATED,-0.31,0.71,0.61,1,England,L,PA
3846,6596187,6475230,2674.741,2676.276,1.535,2676.276,111,VISIBLE,-23.87,-3.89,0.00,1,England,L,PA
3846,6596198,6475241,2678.011,2682.115,4.104,2682.115,111,VISIBLE,-9.79,11.59,0.00,1,England,L,PA
3846,6596203,6475247,2684.551,2685.419,0.868,2685.419,111,VISIBLE,-3.34,-18.70,0.00,1,England,L,PA
3846,6596215,6475260,2686.820,2689.323,2.503,2689.323,111,VISIBLE,15.41,-30.67,0.00,1,England,L,PA
3846,6596219,6475265,2690.290,2690.290,0.000,2690.290,111,VISIBLE,15.72,-24.86,0.00,1,England,L,PA
3846,6596226,6475272,2691.391,2692.626,1.235,2692.626,111,VISIBLE,5.87,-30.67,0.00,1,England,L,PA
3846,6596237,6475282,2693.794,2695.796,2.002,2695.796,111,VISIBLE,-19.49,-24.97,0.01,1,England,L,PA
3846,6596262,6475304,2705.606,2706.673,1.067,2706.673,111,VISIBLE,-10.03,-20.03,0.00,1,England,L,PA
3846,6596275,6475318,2708.609,2710.110,1.501,2710.110,111,VISIBLE,-14.07,3.23,0.00,1,England,L,PA
3846,6596282,6475324,2711.478,2711.478,0.000,2711.478,111,VISIBLE,-2.02,8.15,0.00,1,England,L,PA
3846,6596290,6475333,2712.679,2717.718,5.039,2717.718,111,ESTIMATED,-2.33,11.38,0.79,1,England,L,PA
3846,6596882,6475916,2762.763,2762.763,0.000,2762.763,113,ESTIMATED,-8.68,-22.73,2.35,1,England,L,PA
3846,6596403,6475443,2778.445,2778.445,0.000,2778.445,114,VISIBLE,-8.3,-6.07,0.00,1,England,L,PA
3846,6596414,6475452,2779.613,2780.714,1.101,2780.714,114,VISIBLE,-8.91,-13.48,0.00,1,England,L,PA
3846,6596421,6475458,2781.548,2783.917,2.369,2783.917,114,VISIBLE,-6.58,-13.68,0.00,1,England,L,PA
3846,6596429,6475466,2785.419,2787.554,2.135,2787.554,114,VISIBLE,-10.32,7.79,0.01,1,England,L,PA
3846,6596435,6475471,2788.488,2788.488,0.000,2788.488,114,VISIBLE,0,10.31,0.02,1,England,L,PA
3846,6596440,6475476,2789.056,2789.056,0.000,2789.056,114,VISIBLE,-0.01,7.11,0.13,1,England,L,PA
3846,6596444,6475481,2789.823,2790.958,1.135,2790.958,114,VISIBLE,-3.91,18.29,0.09,1,England,L,PA
3846,6596448,6475486,2792.092,2792.960,0.868,2792.960,114,VISIBLE,0.31,30.84,0.00,1,England,L,PA
3846,6596452,6475489,2794.061,2794.061,0.000,2794.061,114,VISIBLE,-6.37,24.31,0.01,1,England,L,PA
3846,6596462,6475498,2795.529,2796.797,1.268,2796.797,114,VISIBLE,10.73,13.12,0.00,1,England,L,PA
3846,6596465,6475501,2797.698,2797.698,0.000,2797.698,114,VISIBLE,8.61,15.29,0.52,1,England,L,PA
3846,6596472,6475509,2800.434,2802.536,2.102,2802.536,114,VISIBLE,25.89,-26.90,0.00,1,England,L,PA
3846,6596479,6475516,2803.704,2805.672,1.968,2805.672,114,VISIBLE,41.68,-15.65,0.00,1,England,L,PA
3846,6596492,6475532,2809.042,2809.042,0.000,2809.042,114,VISIBLE,32.12,-5.82,0.07,1,England,L,PA
3846,6596500,6475542,2810.077,2812.346,2.269,2812.346,114,VISIBLE,41.96,-14.15,0.10,1,England,L,PA
3846,6596542,6475582,2842.809,2842.809,0.000,2842.809,115,ESTIMATED,31.46,7.88,2.38,1,England,L,PA
3846,6596608,6475646,2850.884,2850.884,0.000,2850.884,117,VISIBLE,6.14,26.87,0.38,1,England,L,PA
3846,6596618,6475656,2853.587,2854.454,0.867,2854.454,117,ESTIMATED,16.56,32.64,0.02,1,England,L,PA
3846,6596632,6475670,2855.622,2857.724,2.102,2857.724,117,VISIBLE,21.89,25.50,0.00,1,England,L,PA
3846,6596647,6475688,2858.625,2861.929,3.304,2861.929,117,VISIBLE,15.53,29.93,0.00,1,England,L,PA
3846,6596654,6475696,2863.096,2863.964,0.868,2863.964,117,VISIBLE,7.47,18.32,0.00,1,England,L,PA
3846,6596663,6475707,2865.699,2868.302,2.603,2868.302,117,VISIBLE,17.06,-12.98,0.00,1,England,L,PA
3846,6596673,6475717,2869.303,2873.574,4.271,2873.574,117,VISIBLE,19.09,-22.74,0.00,1,England,L,PA
3846,6596678,6475720,2874.308,2876.310,2.002,2876.310,117,VISIBLE,13.47,-15.88,0.14,1,England,L,PA
3846,6596748,6475786,2904.404,2904.404,0.000,2904.404,119,ESTIMATED,-12.08,-20.44,2.78,1,England,L,PA
3846,6596752,6475794,2906.106,2907.241,1.135,2907.241,119,VISIBLE,-4.45,-17.52,0.57,1,England,L,PA
3846,6596763,6475800,2909.643,2909.643,0.000,2909.643,119,ESTIMATED,-6.45,-31.24,0.00,1,England,L,PA
3846,6596773,6475808,2910.444,2914.081,3.637,2914.081,119,VISIBLE,4.55,-12.32,0.00,1,England,L,PA
3846,6596780,6475814,2915.349,2915.349,0.000,2915.349,119,VISIBLE,16.22,-4.04,0.00,1,England,L,PA
3846,6596894,6475925,2965.465,2965.465,0.000,2965.465,122,ESTIMATED,-2.42,3.84,5.58,1,England,L,PA
3846,6596927,6475956,2985.219,2985.219,0.000,2985.219,124,ESTIMATED,24.11,21.16,5.82,1,England,L,PA
3846,6596951,6475981,2992.726,2995.662,2.936,2995.662,126,VISIBLE,21.39,17.56,0.00,1,England,L,PA
3846,6596956,6475988,2996.763,2998.799,2.036,2998.799,126,VISIBLE,28.45,3.22,0.00,1,England,L,PA
3846,6596962,6475996,2999.399,3000.534,1.135,3000.534,126,VISIBLE,33.49,-4.47,0.00,1,England,L,PA
3846,6596969,6476004,3001.935,3001.935,0.000,3001.935,126,VISIBLE,40.28,-16.12,0.06,1,England,L,PA
3846,6596992,6476027,3009.142,3009.142,0.000,3009.142,128,VISIBLE,35.93,-23.71,0.00,1,England,L,PA
3846,6597178,6476215,3106.907,3106.907,0.000,3106.907,132,ESTIMATED,-22.76,3.10,5.85,1,England,L,PA
3846,6595408,6474471,3239.840,3239.840,0.000,3239.840,136,VISIBLE,-1.64,-0.15,0.00,2,England,R,PA
3846,6595413,6474476,3241.141,3244.845,3.704,3244.845,136,VISIBLE,-14.28,-2.57,0.00,2,England,R,PA
3846,6595419,6474483,3245.979,3247.514,1.535,3247.514,136,ESTIMATED,-3.15,20.65,0.55,2,England,R,PA
3846,6595423,6474488,3248.815,3250.450,1.635,3250.450,136,VISIBLE,-6.88,29.47,0.14,2,England,R,PA
3846,6595426,6474492,3252.052,3258.926,6.874,3258.926,136,VISIBLE,-15.46,4.83,0.07,2,England,R,PA
3846,6595428,6474494,3260.794,3262.029,1.235,3262.029,136,VISIBLE,-12.45,-18.73,0.00,2,England,R,PA
3846,6595429,6474495,3263.697,3263.697,0.000,3263.697,136,VISIBLE,-14.35,-29.68,0.11,2,England,R,PA
3846,6595434,6474500,3266.366,3266.366,0.000,3266.366,136,VISIBLE,-36.72,-11.33,0.00,2,England,R,PA
3846,6595438,6474503,3268.468,3269.703,1.235,3269.703,136,VISIBLE,-33.76,-26.85,0.00,2,England,R,PA
3846,6595444,6474510,3270.504,3270.504,0.000,3270.504,136,VISIBLE,-31.01,-21.96,0.00,2,England,R,PA
3846,6595464,6474532,3277.678,3277.678,0.000,3277.678,138,ESTIMATED,-30.48,-21.08,3.19,2,England,R,PA
3846,6595477,6474549,3279.880,3281.882,2.002,3281.882,140,VISIBLE,-23.83,-17.60,0.30,2,England,R,PA
3846,6595482,6474552,3284.284,3284.284,0.000,3284.284,140,VISIBLE,-13.81,-28.64,0.00,2,England,R,PA
3846,6595493,6474564,3295.128,3295.128,0.000,3295.128,142,ESTIMATED,10.03,8.82,1.75,2,England,R,PA
3846,6595494,6474565,3295.996,3295.996,0.000,3295.996,142,ESTIMATED,13.19,10.10,0.69,2,England,R,PA
3846,6595497,6474568,3299.433,3299.433,0.000,3299.433,142,VISIBLE,4.53,26.86,0.03,2,England,R,PA
3846,6595500,6474571,3300.601,3300.601,0.000,3300.601,142,VISIBLE,13.15,29.43,0.02,2,England,R,PA
3846,6595507,6474577,3302.202,3302.202,0.000,3302.202,142,ESTIMATED,10.3,21.44,0.31,2,England,R,PA
3846,6595510,6474581,3303.070,3306.106,3.036,3306.106,142,VISIBLE,14.96,23.01,0.13,2,England,R,PA
3846,6595517,6474588,3310.711,3311.912,1.201,3311.912,142,VISIBLE,10.36,16.35,0.00,2,England,R,PA
3846,6595521,6474592,3313.046,3315.716,2.670,3315.716,142,VISIBLE,18.35,27.51,0.00,2,England,R,PA
3846,6595564,6474632,3353.854,3353.854,0.000,3353.854,144,ESTIMATED,-34.36,6.35,0.00,2,England,R,PA
3846,6595570,6474638,3355.656,3360.127,4.471,3360.127,144,VISIBLE,-25.9,7.97,0.00,2,England,R,PA
3846,6595573,6474641,3361.328,3364.031,2.703,3364.031,144,ESTIMATED,-25.02,4.72,0.37,2,England,R,PA
3846,6595578,6474645,3365.199,3366.466,1.267,3366.466,144,VISIBLE,-29.34,14.65,0.00,2,England,R,PA
3846,6595582,6474649,3367.868,3370.003,2.135,3370.003,144,VISIBLE,-23.63,28.52,0.00,2,England,R,PA
3846,6595584,6474651,3371.471,3373.874,2.403,3373.874,144,ESTIMATED,-27.49,15.52,0.80,2,England,R,PA
3846,6595591,6474657,3375.943,3380.080,4.137,3380.080,144,ESTIMATED,-6.13,25.56,0.57,2,England,R,PA
3846,6595592,6474658,3381.081,3381.949,0.868,3381.949,144,VISIBLE,-6.43,26.84,0.15,2,England,R,PA
3846,6595593,6474659,3382.749,3382.749,0.000,3382.749,144,VISIBLE,-1.04,21.69,0.00,2,England,R,PA
3846,6595595,6474661,3383.784,3384.651,0.867,3384.651,144,VISIBLE,-9.48,25.83,0.05,2,England,R,PA
3846,6595597,6474663,3386.053,3388.222,2.169,3388.222,144,VISIBLE,-13.43,6.01,0.90,2,England,R,PA
3846,6595609,6474675,3392.559,3392.559,0.000,3392.559,146,ESTIMATED,20.83,-20.82,0.57,2,England,R,PA
3846,6595614,6474680,3393.193,3396.296,3.103,3396.296,146,VISIBLE,17.96,-24.30,0.00,2,England,R,PA
3846,6595617,6474683,3397.030,3397.030,0.000,3397.030,146,VISIBLE,23.76,-30.46,0.00,2,England,R,PA
3846,6595619,6474685,3398.365,3399.533,1.168,3399.533,146,VISIBLE,12.25,-26.91,0.00,2,England,R,PA
3846,6595624,6474692,3401.134,3402.402,1.268,3402.402,146,ESTIMATED,-5.62,-19.47,0.54,2,England,R,PA
3846,6595627,6474694,3405.005,3408.408,3.403,3408.408,146,ESTIMATED,8.79,18.93,0.15,2,England,R,PA
3846,6595631,6474697,3409.776,3410.644,0.868,3410.644,146,VISIBLE,12.04,31.02,0.02,2,England,R,PA
3846,6595768,6474828,3684.351,3688.822,4.471,3688.822,152,ESTIMATED,-10.47,-8.82,0.60,2,England,R,PA
3846,6595786,6474849,3710.410,3710.410,0.000,3710.410,153,VISIBLE,3.8,-22.11,0.16,2,England,R,PA
3846,6595793,6474857,3711.512,3713.080,1.568,3713.080,153,VISIBLE,-6.21,-11.60,0.00,2,England,R,PA
3846,6595800,6474863,3715.182,3718.318,3.136,3718.318,153,VISIBLE,5.69,16.46,0.07,2,England,R,PA
3846,6595804,6474866,3719.920,3720.888,0.968,3720.888,153,VISIBLE,2.01,27.82,0.02,2,England,R,PA
3846,6595808,6474871,3722.089,3724.391,2.302,3724.391,153,VISIBLE,-10.72,7.26,0.00,2,England,R,PA
3846,6595811,6474875,3725.559,3726.760,1.201,3726.760,153,VISIBLE,-15.05,-9.13,0.00,2,England,R,PA
3846,6595818,6474880,3727.561,3728.629,1.068,3728.629,153,VISIBLE,-18.69,-19.02,0.00,2,England,R,PA
3846,6595852,6474909,3731.832,3732.633,0.801,3732.633,153,ESTIMATED,1.8,-29.11,0.18,2,England,R,PA
3846,6596094,6475134,3821.688,3821.688,0.000,3821.688,156,ESTIMATED,-46.28,5.70,0.00,2,England,R,PA
3846,6596115,6475155,3822.823,3831.031,8.208,3831.031,156,VISIBLE,-34.6,12.27,0.06,2,England,R,PA
3846,6596122,6475160,3833.000,3833.000,0.000,3833.000,156,VISIBLE,-44.8,-2.53,0.00,2,England,R,PA
3846,6596132,6475171,3834.368,3836.170,1.802,3836.170,156,VISIBLE,-36.08,-19.99,0.00,2,England,R,PA
3846,6596139,6475178,3837.604,3837.604,0.000,3837.604,156,VISIBLE,-27.7,-12.27,0.45,2,England,R,PA
3846,6596276,6475319,3916.650,3916.650,0.000,3916.650,159,ESTIMATED,-32.95,14.17,0.00,2,England,R,PA
3846,6596311,6475353,3917.717,3919.853,2.136,3919.853,159,ESTIMATED,-23.04,14.36,0.32,2,England,R,PA
