gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,ball_visibility,ball_x,ball_y,ball_z,period,teamname,teamattackingdirection,possessioneventtype
3813,6496394,6372646,3175.375,3176.343,0.968,3176.343,110,VISIBLE,1.27,18.65,0.00,1,England,R,PA
3813,6496399,6372651,3178.846,3178.846,0.000,3178.846,110,VISIBLE,-1.66,8.44,0.06,1,England,R,PA
3813,6496401,6372654,3180.881,3181.982,1.101,3181.982,110,ESTIMATED,7.03,-7.28,0.61,1,England,R,PA
3813,6496405,6372659,3183.483,3185.185,1.702,3185.185,110,VISIBLE,10.2,-28.13,0.15,1,England,R,PA
3813,6496406,6372662,3186.587,3186.587,0.000,3186.587,110,VISIBLE,0.91,-19.53,0.26,1,England,R,PA
3813,6496409,6372665,3187.421,3187.421,0.000,3187.421,110,VISIBLE,1.67,-14.80,0.22,1,England,R,PA
3813,6496411,6372667,3188.488,3188.488,0.000,3188.488,110,VISIBLE,-3.85,-15.93,0.23,1,England,R,PA
3813,6496414,6372672,3190.824,3192.593,1.769,3192.593,110,VISIBLE,-1.71,14.50,0.27,1,England,R,PA
3813,6496417,6372675,3193.527,3193.527,0.000,3193.527,110,VISIBLE,5.83,18.94,0.24,1,England,R,PA
3813,6496421,6372679,3194.561,3195.195,0.634,3195.195,110,VISIBLE,0.36,19.65,0.54,1,England,R,PA
3813,6496423,6372681,3195.863,3196.697,0.834,3196.697,110,ESTIMATED,-1.44,17.80,0.92,1,England,R,PA
3813,6496428,6372687,3198.265,3200.133,1.868,3200.133,110,VISIBLE,-17.08,10.38,0.56,1,England,R,PA
3813,6496429,6372688,3202.135,3203.770,1.635,3203.770,110,ESTIMATED,3.28,-26.67,0.00,1,England,R,PA
3813,6496443,6372700,3208.242,3218.252,10.010,3218.252,110,VISIBLE,-25.36,-20.48,0.00,1,England,R,PA
3813,6496444,6372702,3221.221,3222.322,1.101,3222.322,110,VISIBLE,-21.62,-7.21,0.11,1,England,R,PA
3813,6496450,6372707,3224.224,3228.695,4.471,3228.695,110,VISIBLE,-14.89,8.17,0.00,1,England,R,PA
3813,6496453,6372710,3229.930,3233.066,3.136,3233.066,110,ESTIMATED,-4.15,-9.83,0.94,1,England,R,PA
3813,6496458,6372714,3235.890,3237.905,2.015,3237.905,110,VISIBLE,5.91,27.19,0.00,1,England,R,PA
3813,6496462,6372718,3238.839,3239.840,1.001,3239.840,110,VISIBLE,3.82,21.56,0.00,1,England,R,PA
3813,6496465,6372720,3240.474,3240.474,0.000,3240.474,110,VISIBLE,7.11,19.54,0.00,1,England,R,PA
3813,6496466,6372721,3241.375,3242.075,0.700,3242.075,110,VISIBLE,1.14,20.35,0.00,1,England,R,PA
3813,6496469,6372724,3242.976,3244.578,1.602,3244.578,110,ESTIMATED,-1.08,6.73,1.07,1,England,R,PA
3813,6496472,6372727,3247.080,3247.080,0.000,3247.080,110,VISIBLE,7.56,-28.46,0.08,1,England,R,PA
3813,6496508,6372764,3249.082,3256.523,7.441,3256.523,110,ESTIMATED,1.79,5.25,0.13,1,England,R,PA
3813,6496509,6372765,3258.077,3259.726,1.649,3259.726,110,VISIBLE,8.82,26.46,0.00,1,England,R,PA
3813,6496512,6372771,3260.661,3263.030,2.369,3263.030,110,VISIBLE,13.28,20.63,0.00,1,England,R,PA
3813,6496514,6372773,3264.398,3265.899,1.501,3265.899,110,VISIBLE,9.45,-3.94,0.00,1,England,R,PA
3813,6496516,6372775,3267.042,3267.968,0.926,3267.968,110,VISIBLE,21.33,-24.15,0.00,1,England,R,PA
3813,6496519,6372781,3269.036,3273.974,4.938,3273.974,110,ESTIMATED,44.66,-27.69,0.00,1,England,R,PA
3813,6496523,6372783,3274.374,3274.374,0.000,3274.374,110,ESTIMATED,41.46,-22.00,0.00,1,England,R,PA
3813,6496573,6372839,3305.005,3305.005,0.000,3305.005,113,ESTIMATED,2.38,15.90,5.49,1,England,R,PA
3813,6496578,6372845,3308.509,3308.509,0.000,3308.509,115,ESTIMATED,-6.3,3.66,1.99,1,England,R,PA
3813,6496581,6372848,3309.476,3309.476,0.000,3309.476,115,ESTIMATED,-6.06,4.14,2.48,1,England,R,PA
3813,6496585,6372852,3310.310,3311.578,1.268,3311.578,115,ESTIMATED,-18.97,6.23,0.29,1,England,R,PA
3813,6496588,6372856,3312.980,3314.081,1.101,3314.081,115,VISIBLE,-21.72,12.77,0.00,1,England,R,PA
3813,6496590,6372858,3314.848,3314.848,0.000,3314.848,115,VISIBLE,-20.12,6.03,0.00,1,England,R,PA
3813,6496593,6372861,3316.016,3316.016,0.000,3316.016,115,VISIBLE,-28.2,-1.37,0.00,1,England,R,PA
3813,6496596,6372865,3317.084,3319.019,1.935,3319.019,115,ESTIMATED,-14.81,1.13,0.94,1,England,R,PA
3813,6496611,6372883,3328.762,3328.762,0.000,3328.762,117,ESTIMATED,-6.85,-9.65,3.70,1,England,R,PA
3813,6496616,6372888,3335.335,3335.335,0.000,3335.335,117,VISIBLE,-46.43,-17.08,0.00,1,England,R,PA
3813,6496620,6372892,3336.870,3339.940,3.070,3339.940,117,VISIBLE,-34.59,-26.37,0.00,1,England,R,PA
3813,6496623,6372895,3341.808,3341.808,0.000,3341.808,117,VISIBLE,-23.54,-9.21,0.00,1,England,R,PA
3813,6496626,6372899,3343.377,3345.979,2.602,3345.979,117,VISIBLE,-26.47,9.01,0.00,1,England,R,PA
3813,6496630,6372903,3346.914,3349.283,2.369,3349.283,117,VISIBLE,-21.64,16.16,0.00,1,England,R,PA
3813,6496633,6372907,3350.884,3351.518,0.634,3351.518,117,VISIBLE,-18.83,3.38,0.00,1,England,R,PA
3813,6496636,6372909,3353.086,3354.788,1.702,3354.788,117,VISIBLE,-18.45,-5.72,0.00,1,England,R,PA
3813,6496637,6372910,3356.123,3356.857,0.734,3356.857,117,VISIBLE,-9.1,7.34,0.00,1,England,R,PA
3813,6496642,6372914,3358.158,3359.126,0.968,3359.126,117,VISIBLE,-0.38,25.88,0.00,1,England,R,PA
3813,6496645,6372917,3359.860,3359.860,0.000,3359.860,117,VISIBLE,3.93,29.36,0.00,1,England,R,PA
3813,6496648,6372922,3360.827,3361.828,1.001,3361.828,117,VISIBLE,-1.35,23.84,0.04,1,England,R,PA
3813,6496650,6372924,3362.829,3364.431,1.602,3364.431,117,VISIBLE,-8.15,10.03,0.00,1,England,R,PA
3813,6496653,6372928,3365.590,3374.641,9.051,3374.641,117,VISIBLE,3.88,3.54,0.63,1,England,R,PA
3813,6496655,6372930,3376.610,3376.610,0.000,3376.610,117,ESTIMATED,8.7,31.40,3.45,1,England,R,PA
3813,6496658,6372934,3378.078,3378.078,0.000,3378.078,117,ESTIMATED,10.19,33.16,2.39,1,England,R,PA
3813,6496661,6372937,3379.246,3380.681,1.435,3380.681,117,VISIBLE,12.98,19.43,0.00,1,England,R,PA
3813,6496663,6372940,3382.516,3382.516,0.000,3382.516,117,VISIBLE,3.35,14.33,0.00,1,England,R,PA
3813,6496665,6372942,3383.814,3386.887,3.073,3386.887,117,VISIBLE,1.24,-11.98,0.00,1,England,R,PA
3813,6496668,6372945,3387.988,3387.988,0.000,3387.988,117,VISIBLE,12.07,-17.00,0.00,1,England,R,PA
3813,6496690,6372966,3393.727,3395.028,1.301,3395.028,119,VISIBLE,-8.21,-18.68,0.00,1,England,R,PA
3813,6496693,6372969,3395.863,3396.597,0.734,3396.597,119,VISIBLE,-12.51,-23.25,0.00,1,England,R,PA
3813,6496694,6372970,3397.731,3397.731,0.000,3397.731,119,VISIBLE,-12,-18.91,0.00,1,England,R,PA
3813,6496698,6372974,3398.632,3398.632,0.000,3398.632,119,VISIBLE,-17.87,-15.75,0.00,1,England,R,PA
3813,6496702,6372979,3400.033,3402.169,2.136,3402.169,119,VISIBLE,-12.02,-5.74,0.00,1,England,R,PA
3813,6496706,6372983,3403.337,3405.172,1.835,3405.172,119,VISIBLE,-3.92,11.01,0.00,1,England,R,PA
3813,6496711,6372988,3406.673,3406.673,0.000,3406.673,119,VISIBLE,-0.46,22.39,0.00,1,England,R,PA
3813,6496715,6372993,3407.841,3407.841,0.000,3407.841,119,VISIBLE,-0.69,16.38,0.25,1,England,R,PA
3813,6496718,6372997,3408.675,3408.675,0.000,3408.675,119,VISIBLE,-2.16,16.87,0.13,1,England,R,PA
3813,6496724,6373001,3410.010,3411.478,1.468,3411.478,119,VISIBLE,-1.72,-1.89,0.00,1,England,R,PA
3813,6496725,6373003,3412.879,3414.515,1.636,3414.515,119,VISIBLE,12.88,-23.23,0.01,1,England,R,PA
3813,6496728,6373006,3415.549,3417.584,2.035,3417.584,119,VISIBLE,2.47,-18.36,0.00,1,England,R,PA
3813,6496731,6373009,3418.919,3420.354,1.435,3420.354,119,VISIBLE,-1.16,-9.55,0.00,1,England,R,PA
3813,6496733,6373011,3421.922,3421.922,0.000,3421.922,119,VISIBLE,4.45,8.63,0.00,1,England,R,PA
3813,6496736,6373014,3423.023,3425.125,2.102,3425.125,119,ESTIMATED,3.7,12.27,1.17,1,England,R,PA
3813,6496770,6373043,3454.488,3457.124,2.636,3457.124,122,VISIBLE,33.81,32.14,0.00,1,England,R,PA
3813,6496781,6373056,3458.392,3460.460,2.068,3460.460,122,VISIBLE,22.38,26.54,0.05,1,England,R,PA
3813,6496786,6373060,3461.495,3462.829,1.334,3462.829,122,VISIBLE,7.14,20.47,0.00,1,England,R,PA
3813,6496790,6373064,3463.931,3464.531,0.600,3464.531,122,VISIBLE,5.84,6.97,0.00,1,England,R,PA
3813,6496795,6373070,3465.432,3465.432,0.000,3465.432,122,VISIBLE,9.25,4.02,0.00,1,England,R,PA
3813,6496797,6373072,3467.000,3467.000,0.000,3467.000,122,VISIBLE,8.86,-13.03,0.15,1,England,R,PA
3813,6496801,6373077,3468.068,3469.136,1.068,3469.136,122,VISIBLE,3.22,-3.27,0.00,1,England,R,PA
3813,6496805,6373081,3469.903,3471.438,1.535,3471.438,122,VISIBLE,3.84,-6.04,0.00,1,England,R,PA
3813,6496810,6373086,3472.239,3472.239,0.000,3472.239,122,ESTIMATED,4,-11.31,2.02,1,England,R,PA
3813,6496907,6373184,3540.240,3541.875,1.635,3541.875,127,VISIBLE,-10.2,-18.77,0.00,1,England,R,PA
3813,6496914,6373190,3542.843,3543.510,0.667,3543.510,127,ESTIMATED,-13.05,-25.64,-0.19,1,England,R,PA
3813,6496916,6373193,3544.411,3547.080,2.669,3547.080,127,VISIBLE,-16.53,-27.37,0.00,1,England,R,PA
3813,6496919,6373195,3549.241,3550.784,1.543,3550.784,127,ESTIMATED,-37.43,-2.18,1.30,1,England,R,PA
3813,6496931,6373207,3563.397,3563.397,0.000,3563.397,128,ESTIMATED,-3.53,33.65,2.12,1,England,R,PA
3813,6496953,6373228,3565.132,3571.872,6.740,3571.872,128,VISIBLE,-7.73,7.67,0.40,1,England,R,PA
3813,6496956,6373231,3573.040,3573.040,0.000,3573.040,128,VISIBLE,10.99,10.18,0.37,1,England,R,PA
3813,6496961,6373235,3573.874,3573.874,0.000,3573.874,128,VISIBLE,17.07,8.67,0.30,1,England,R,PA
3813,6496979,6373253,3607.407,3607.407,0.000,3607.407,129,VISIBLE,8.96,11.55,0.00,1,England,R,PA
3813,6496989,6373262,3608.075,3610.811,2.736,3610.811,129,VISIBLE,14.41,15.60,0.26,1,England,R,PA
3813,6497042,6373311,3671.138,3674.508,3.370,3674.508,130,VISIBLE,38.67,-25.05,0.19,1,England,R,PA
3813,6497047,6373316,3676.143,3677.344,1.201,3677.344,130,VISIBLE,18.24,-11.20,0.18,1,England,R,PA
3813,6497054,6373325,3678.612,3681.548,2.936,3681.548,130,VISIBLE,16.46,12.19,0.00,1,England,R,PA
3813,6497057,6373328,3682.349,3683.417,1.068,3683.417,130,VISIBLE,18.39,6.71,0.00,1,England,R,PA
3813,6497059,6373330,3684.618,3684.618,0.000,3684.618,130,VISIBLE,7.28,5.56,0.00,1,England,R,PA
3813,6497062,6373333,3686.119,3687.487,1.368,3687.487,130,VISIBLE,9.09,19.02,0.00,1,England,R,PA
3813,6497066,6373337,3688.155,3688.155,0.000,3688.155,130,ESTIMATED,11.22,18.52,0.15,1,England,R,PA
3813,6497070,6373344,3689.323,3693.260,3.937,3693.260,130,VISIBLE,6.99,25.32,0.00,1,England,R,PA
3813,6497073,6373346,3694.161,3697.130,2.969,3697.130,130,VISIBLE,-0.64,19.07,0.00,1,England,R,PA
3813,6497079,6373352,3699.199,3700.067,0.868,3700.067,130,VISIBLE,-5.73,-2.57,0.00,1,England,R,PA
3813,6497083,6373357,3701.468,3702.236,0.768,3702.236,130,VISIBLE,-7.22,15.76,0.04,1,England,R,PA
3813,6497085,6373359,3703.170,3704.071,0.901,3704.071,130,VISIBLE,0.53,24.31,0.00,1,England,R,PA
3813,6497090,6373364,3704.805,3706.006,1.201,3706.006,130,VISIBLE,4.38,18.00,0.03,1,England,R,PA
3813,6497115,6373392,3708.175,3708.175,0.000,3708.175,130,VISIBLE,-12.2,20.09,0.16,1,England,R,PA
3813,6497119,6373396,3708.775,3712.079,3.304,3712.079,130,VISIBLE,-13.86,27.75,0.00,1,England,R,PA
3813,6497127,6373405,3712.880,3715.849,2.969,3715.849,130,VISIBLE,-17.47,28.70,0.23,1,England,R,PA
3813,6495961,6372201,3804.671,3804.671,0.000,3804.671,132,VISIBLE,-1.42,0.05,0.00,2,England,L,PA
3813,6495965,6372205,3805.939,3808.742,2.803,3808.742,132,VISIBLE,-8.75,-4.25,0.00,2,England,L,PA
3813,6495969,6372210,3811.545,3813.480,1.935,3813.480,132,VISIBLE,-3.07,-27.23,0.01,2,England,L,PA
3813,6495973,6372214,3816.750,3818.018,1.268,3818.018,132,VISIBLE,-17.92,-7.69,0.00,2,England,L,PA
3813,6495978,6372219,3820.020,3822.856,2.836,3822.856,132,VISIBLE,-7.57,-23.76,0.01,2,England,L,PA
3813,6495991,6372233,3823.757,3825.659,1.902,3825.659,132,VISIBLE,-21.32,-14.47,0.00,2,England,L,PA
3813,6495999,6372242,3828.262,3830.731,2.469,3830.731,132,VISIBLE,-37.89,6.53,0.00,2,England,L,PA
3813,6496002,6372245,3832.766,3832.766,0.000,3832.766,132,VISIBLE,-35.42,28.29,0.01,2,England,L,PA
3813,6496004,6372247,3834.067,3836.436,2.369,3836.436,132,VISIBLE,-45.08,5.68,0.06,2,England,L,PA
3813,6496007,6372250,3838.272,3841.508,3.236,3841.508,132,ESTIMATED,-42.64,-22.13,0.14,2,England,L,PA
3813,6496013,6372257,3843.177,3844.611,1.434,3844.611,132,ESTIMATED,-50.1,-10.46,0.44,2,England,L,PA
3813,6496021,6372265,3847.281,3847.281,0.000,3847.281,132,ESTIMATED,-30.9,1.38,2.22,2,England,L,PA
3813,6496082,6372327,3890.657,3890.657,0.000,3890.657,135,ESTIMATED,-0.41,12.17,4.06,2,England,L,PA
3813,6496114,6372360,3905.906,3909.042,3.136,3909.042,137,VISIBLE,8.78,-1.80,0.10,2,England,L,PA
3813,6496152,6372397,3923.757,3923.757,0.000,3923.757,139,VISIBLE,4.28,-17.07,0.00,2,England,L,PA
3813,6496154,6372402,3924.958,3927.127,2.169,3927.127,139,VISIBLE,-1.39,-25.64,0.00,2,England,L,PA
3813,6496161,6372404,3928.028,3928.829,0.801,3928.829,139,VISIBLE,-10.91,-23.74,0.22,2,England,L,PA
3813,6496165,6372409,3930.163,3930.163,0.000,3930.163,139,VISIBLE,-7.86,-30.49,0.00,2,England,L,PA
3813,6496168,6372412,3931.131,3931.131,0.000,3931.131,139,VISIBLE,-7.7,-21.85,0.00,2,England,L,PA
3813,6496174,6372420,3932.299,3933.767,1.468,3933.767,139,VISIBLE,-26.42,-18.01,0.18,2,England,L,PA
3813,6496176,6372423,3936.103,3936.103,0.000,3936.103,139,ESTIMATED,-9.52,-4.10,1.39,2,England,L,PA
3813,6496185,6372432,3937.137,3938.038,0.901,3938.038,139,ESTIMATED,3.59,13.56,1.15,2,England,L,PA
3813,6496221,6372466,3963.297,3963.297,0.000,3963.297,141,ESTIMATED,-10.99,-22.68,1.92,2,England,L,PA
3813,6496238,6372482,3964.831,3966.967,2.136,3966.967,141,VISIBLE,11.32,-28.96,0.00,2,England,L,PA
3813,6496359,6372609,4117.484,4118.418,0.934,4118.418,142,ESTIMATED,33.49,-9.84,2.00,2,England,L,PA
3813,6496374,6372625,4121.388,4121.388,0.000,4121.388,142,ESTIMATED,11.84,-4.22,2.66,2,England,L,PA
3813,6496382,6372633,4123.290,4125.893,2.603,4125.893,142,ESTIMATED,-4.04,-23.86,1.58,2,England,L,PA
3813,6496392,6372647,4127.661,4128.862,1.201,4128.862,142,ESTIMATED,25.45,-14.63,0.64,2,England,L,PA
3813,6496398,6372653,4129.863,4130.931,1.068,4130.931,142,ESTIMATED,27.12,-7.33,0.46,2,England,L,PA
3813,6496410,6372670,4133.901,4134.735,0.834,4134.735,142,VISIBLE,22.53,-23.21,0.00,2,England,L,PA
3813,6496418,6372676,4135.869,4137.237,1.368,4137.237,142,VISIBLE,11.93,-20.36,0.00,2,England,L,PA
3813,6496422,6372680,4138.805,4140.974,2.169,4140.974,142,VISIBLE,-1.24,-3.52,0.00,2,England,L,PA
3813,6496426,6372685,4142.676,4142.676,0.000,4142.676,142,VISIBLE,-4.95,-15.57,0.00,2,England,L,PA
3813,6496430,6372689,4144.578,4146.480,1.902,4146.480,142,ESTIMATED,-4.76,-30.24,0.00,2,England,L,PA
3813,6496459,6372715,4197.197,4199.700,2.503,4199.700,143,VISIBLE,-28.13,7.54,0.18,2,England,L,PA
3813,6496464,6372719,4202.069,4202.069,0.000,4202.069,143,VISIBLE,-29.96,-21.57,0.00,2,England,L,PA
3813,6496467,6372722,4203.303,4204.738,1.435,4204.738,143,VISIBLE,-26.15,-29.75,0.10,2,England,L,PA
3813,6496470,6372725,4205.572,4207.007,1.435,4207.007,143,VISIBLE,-33.22,-30.55,0.95,2,England,L,PA
3813,6496500,6372756,4222.489,4222.489,0.000,4222.489,147,ESTIMATED,-22.12,19.72,0.97,2,England,L,PA
3813,6496522,6372782,4240.374,4240.374,0.000,4240.374,149,VISIBLE,-38.04,30.28,0.14,2,England,L,PA
3813,6496534,6372793,4259.726,4259.726,0.000,4259.726,151,VISIBLE,-47.19,6.67,0.00,2,England,L,PA
3813,6496536,6372794,4260.627,4263.263,2.636,4263.263,151,VISIBLE,-46.41,15.75,0.00,2,England,L,PA
3813,6496538,6372797,4267.167,4267.167,0.000,4267.167,151,ESTIMATED,-45.38,-6.97,1.57,2,England,L,PA
3813,6496544,6372805,4273.941,4273.941,0.000,4273.941,153,ESTIMATED,-13.96,11.58,1.12,2,England,L,PA
3813,6496546,6372808,4274.808,4274.808,0.000,4274.808,153,ESTIMATED,-11.6,9.42,0.67,2,England,L,PA
3813,6496550,6372814,4277.344,4283.750,6.406,4283.750,153,VISIBLE,22.1,26.12,0.00,2,England,L,PA
3813,6496551,6372815,4285.152,4285.152,0.000,4285.152,153,VISIBLE,13.49,27.91,0.00,2,England,L,PA
3813,6496553,6372817,4286.386,4287.421,1.035,4287.421,153,VISIBLE,19.37,26.59,0.00,2,England,L,PA
3813,6496555,6372819,4288.088,4288.088,0.000,4288.088,153,VISIBLE,18.36,22.76,0.00,2,England,L,PA
3813,6496559,6372824,4289.056,4290.224,1.168,4290.224,153,VISIBLE,26.2,28.58,0.50,2,England,L,PA
3813,6496563,6372830,4293.126,4295.896,2.770,4295.896,153,ESTIMATED,48.66,14.68,4.21,2,England,L,PA
3813,6496646,6372918,4369.603,4369.603,0.000,4369.603,157,ESTIMATED,24.13,-15.07,1.15,2,England,L,PA
3813,6496649,6372923,4371.071,4372.039,0.968,4372.039,157,VISIBLE,8.31,-14.06,0.00,2,England,L,PA
3813,6496651,6372926,4373.574,4375.275,1.701,4375.275,157,VISIBLE,27.16,-26.64,0.01,2,England,L,PA
3813,6496652,6372927,4375.676,4376.543,0.867,4376.543,157,VISIBLE,29.53,-24.74,0.00,2,England,L,PA
