gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,playerid,positiongrouptype,jerseynum,team,x,y,visibility,confidence,possessioneventtype,teamattackingdirection,period,teamname
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,123,LB,3,H,-12.747,29.648,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,265,CM,4,H,-20.627,7.592,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,10,RCB,5,H,-24.672,-2.929,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,118,LCB,6,H,-26.055,19.758,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1,CF,9,H,-6.973,23.594,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,25,LW,10,H,-20.156,19.755,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1377,RB,12,H,-15.316,-19.522,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,163,RW,17,H,-2.23,-13.505,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,105,AM,19,H,-12.602,17.331,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,4677,CM,22,H,-7.699,16.869,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,940,GK,1,A,30.88,3.101,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,8343,RB,2,A,2.54,22.599,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,916,RCB,3,A,4.892,12.008,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1339,CM,4,A,-15.015,20.166,VISIBLE,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1973,LB,5,A,4.441,-2.089,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,13121,CM,6,A,-7.675,4.933,VISIBLE,MEDIUM,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1334,RM,8,A,-8.712,23.109,VISIBLE,MEDIUM,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,107,LM,10,A,-17.162,10.786,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1971,LCB,13,A,5.253,-0.835,ESTIMATED,LOW,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,12183,CF,19,A,-18.993,-1.139,VISIBLE,HIGH,PA,R,1,England
3831,6539968,6418114,2416.650,2416.650,0.000,2416.650,98,1336,CF,21,A,-20.928,14.901,VISIBLE,MEDIUM,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,169,GK,1,H,-30.003,4.084,VISIBLE,HIGH,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,123,LB,3,H,-4.957,29.779,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,265,CM,4,H,-20.184,7.035,VISIBLE,HIGH,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,10,RCB,5,H,-26.512,-8.467,VISIBLE,HIGH,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,118,LCB,6,H,-22.508,18.514,VISIBLE,HIGH,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1,CF,9,H,2.934,18.340,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,25,LW,10,H,2.986,24.546,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1377,RB,12,H,-7.052,-24.512,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,163,RW,17,H,3.894,-3.598,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,105,AM,19,H,-1.091,17.806,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,4677,CM,22,H,-5.383,18.160,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,940,GK,1,A,33.393,1.611,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,8343,RB,2,A,7.591,21.595,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,916,RCB,3,A,8.669,8.309,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1339,CM,4,A,-4.265,13.276,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1973,LB,5,A,7.291,-9.258,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,13121,CM,6,A,-1.891,3.018,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1334,RM,8,A,-1.079,21.706,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,107,LM,10,A,-14.174,-1.912,VISIBLE,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1971,LCB,13,A,8.379,-4.918,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,12183,CF,19,A,-8.06,-13.320,ESTIMATED,LOW,PA,R,1,England
3831,6539971,6418116,2418.719,2420.087,1.368,2420.087,98,1336,CF,21,A,-14.811,15.504,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,169,GK,1,H,-35.342,-2.503,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,123,LB,3,H,0.3,26.583,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,265,CM,4,H,-8.032,-10.760,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,10,RCB,5,H,-23.429,-14.545,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,118,LCB,6,H,-19.279,10.638,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1,CF,9,H,3.738,-33.829,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,25,LW,10,H,11.968,23.363,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1377,RB,12,H,-6.379,-33.148,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,163,RW,17,H,9.44,-5.341,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,105,AM,19,H,2.465,12.160,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,4677,CM,22,H,-0.999,9.140,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,940,GK,1,A,36.463,-1.305,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,8343,RB,2,A,12.754,13.281,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,916,RCB,3,A,14.122,0.322,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1339,CM,4,A,5.124,-2.547,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1973,LB,5,A,9.417,-19.597,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,13121,CM,6,A,4.446,-13.932,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1334,RM,8,A,8.48,9.177,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,107,LM,10,A,-9.61,-17.238,VISIBLE,HIGH,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1971,LCB,13,A,13.077,-14.607,ESTIMATED,LOW,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,12183,CF,19,A,-4.356,-30.595,VISIBLE,MEDIUM,PA,R,1,England
3831,6539974,6418122,2422.155,2425.292,3.137,2425.292,98,1336,CF,21,A,-6.306,5.625,VISIBLE,HIGH,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,169,GK,1,H,-35.367,0.119,VISIBLE,HIGH,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,123,LB,3,H,-0.453,31.148,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,265,CM,4,H,-15.281,-6.620,VISIBLE,HIGH,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,10,RCB,5,H,-21.677,-9.675,VISIBLE,HIGH,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,118,LCB,6,H,-30.048,12.726,VISIBLE,HIGH,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1,CF,9,H,9.965,-6.542,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,25,LW,10,H,9.115,15.745,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1377,RB,12,H,-3.585,-32.329,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,163,RW,17,H,5.323,-18.835,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,105,AM,19,H,8.072,-13.417,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,4677,CM,22,H,-0.539,7.447,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,940,GK,1,A,34.799,-0.734,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,8343,RB,2,A,10.332,14.248,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,916,RCB,3,A,12.94,1.558,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1339,CM,4,A,3.561,-6.828,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1973,LB,5,A,6.669,-21.383,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,13121,CM,6,A,-1.939,-10.939,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1334,RM,8,A,3.202,7.464,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,107,LM,10,A,-18.541,-6.038,VISIBLE,MEDIUM,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1971,LCB,13,A,10.765,-13.801,ESTIMATED,LOW,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,12183,CF,19,A,-8.071,-21.402,VISIBLE,MEDIUM,PA,R,1,England
3831,6539980,6418128,2427.060,2432.666,5.606,2432.666,98,1336,CF,21,A,-14.332,12.170,VISIBLE,HIGH,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,169,GK,1,H,-36.613,-0.787,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,123,LB,3,H,0.584,31.543,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,265,CM,4,H,-10.441,-12.859,VISIBLE,HIGH,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,10,RCB,5,H,-21.892,-12.520,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,118,LCB,6,H,-28.732,11.617,VISIBLE,HIGH,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1,CF,9,H,11.444,-8.701,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,25,LW,10,H,10.167,14.097,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1377,RB,12,H,-2.579,-31.858,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,163,RW,17,H,5.322,-21.084,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,105,AM,19,H,9.208,-18.073,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,4677,CM,22,H,0.346,7.111,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,940,GK,1,A,35.477,-1.215,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,8343,RB,2,A,11.242,12.855,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,916,RCB,3,A,14.176,-0.026,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1339,CM,4,A,4.69,-9.407,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1973,LB,5,A,8.345,-22.582,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,13121,CM,6,A,-5.734,-13.720,VISIBLE,HIGH,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1334,RM,8,A,4.245,6.724,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,107,LM,10,A,-17.094,-8.677,VISIBLE,HIGH,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1971,LCB,13,A,12.398,-14.473,ESTIMATED,LOW,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,12183,CF,19,A,-5.798,-20.386,VISIBLE,MEDIUM,PA,R,1,England
3831,6539985,6418133,2434.401,2434.401,0.000,2434.401,98,1336,CF,21,A,-12.629,11.169,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,169,GK,1,H,-36.203,-1.451,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,123,LB,3,H,2.415,29.024,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,265,CM,4,H,-2.256,-15.906,VISIBLE,MEDIUM,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,10,RCB,5,H,-16.022,-16.411,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,118,LCB,6,H,-24.829,9.927,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1,CF,9,H,13.876,-13.004,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,25,LW,10,H,12.536,11.454,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1377,RB,12,H,-2.842,-31.925,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,163,RW,17,H,4.823,-23.063,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,105,AM,19,H,7.985,-28.028,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,4677,CM,22,H,5.651,3.442,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,940,GK,1,A,38.13,-2.712,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,8343,RB,2,A,16.309,11.252,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,916,RCB,3,A,17.699,-4.881,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1339,CM,4,A,7.655,-16.681,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1973,LB,5,A,10.214,-26.791,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,13121,CM,6,A,-0.34,-18.120,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1334,RM,8,A,6.651,4.107,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,107,LM,10,A,-11.414,-12.721,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1971,LCB,13,A,17.3,-17.722,ESTIMATED,LOW,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,12183,CF,19,A,-1.581,-28.655,VISIBLE,HIGH,PA,R,1,England
3831,6539988,6418136,2436.003,2436.703,0.700,2436.703,98,1336,CF,21,A,-8.207,9.315,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,169,GK,1,H,-42.037,2.378,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,123,LB,3,H,-10.921,17.565,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,265,CM,4,H,-14.721,-0.616,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,10,RCB,5,H,-21.613,-0.235,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,118,LCB,6,H,-16.96,15.706,VISIBLE,MEDIUM,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1,CF,9,H,-4.786,10.388,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,25,LW,10,H,-0.771,20.124,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1377,RB,12,H,-21.326,-9.175,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,163,RW,17,H,-10.74,-15.739,VISIBLE,MEDIUM,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,105,AM,19,H,-3.214,-3.073,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,4677,CM,22,H,-9.54,13.263,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,940,GK,1,A,32.958,1.402,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,8343,RB,2,A,-1.76,22.265,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,916,RCB,3,A,12.272,8.517,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1339,CM,4,A,-1.051,-4.407,VISIBLE,MEDIUM,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1973,LB,5,A,-3.271,-19.407,VISIBLE,MEDIUM,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,13121,CM,6,A,-8.954,12.289,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1334,RM,8,A,-8.379,17.888,VISIBLE,HIGH,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,107,LM,10,A,-19.48,-20.096,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1971,LCB,13,A,10.686,-8.387,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,12183,CF,19,A,-18.798,-9.385,ESTIMATED,LOW,PA,R,1,England
3831,6540011,6418158,2452.886,2452.886,0.000,2452.886,100,1336,CF,21,A,-19.247,15.334,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,169,GK,1,H,-49.387,-3.837,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,123,LB,3,H,-41.553,1.566,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,265,CM,4,H,-32.285,-23.350,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,10,RCB,5,H,-45.046,-8.014,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,118,LCB,6,H,-46.402,5.352,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1,CF,9,H,-14.739,-3.944,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,25,LW,10,H,-13.057,14.599,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1377,RB,12,H,-42.931,-23.017,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,163,RW,17,H,-36.809,-27.238,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,105,AM,19,H,-13.708,-16.776,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,4677,CM,22,H,-35.373,6.104,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,940,GK,1,A,26.661,-1.160,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,8343,RB,2,A,-15.058,15.576,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,916,RCB,3,A,-1.241,4.640,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1339,CM,4,A,-16.028,-15.569,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1973,LB,5,A,-36.789,-30.623,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,13121,CM,6,A,-40.329,1.089,VISIBLE,MEDIUM,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1334,RM,8,A,-19.848,0.710,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,107,LM,10,A,-40.733,-17.535,VISIBLE,MEDIUM,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1971,LCB,13,A,-2.626,-13.516,ESTIMATED,LOW,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,12183,CF,19,A,-37.972,-3.045,VISIBLE,HIGH,PA,R,1,England
3831,6540035,6418182,2462.496,2464.064,1.568,2464.064,102,1336,CF,21,A,-48.834,21.770,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,169,GK,1,H,-44.515,-5.010,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,123,LB,3,H,-27.391,5.526,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,265,CM,4,H,-21.252,-28.870,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,10,RCB,5,H,-36.187,-10.522,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,118,LCB,6,H,-28.523,1.545,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,1,CF,9,H,-6.238,-11.462,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,25,LW,10,H,-2.986,12.078,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,1377,RB,12,H,-30.595,-29.199,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,163,RW,17,H,-19.155,-24.280,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,105,AM,19,H,-3.431,-22.288,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,4677,CM,22,H,-23.783,3.364,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,940,GK,1,A,28.987,-2.450,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,8343,RB,2,A,-1.006,11.908,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,916,RCB,3,A,5.304,0.067,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,1339,CM,4,A,-5.9,-25.038,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,1973,LB,5,A,-19.153,-30.960,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,13121,CM,6,A,-21.921,-1.565,ESTIMATED,LOW,PA,R,1,England
3831,6540038,6418185,2465.499,2466.800,1.301,2466.800,102,1334,RM,8,A,-8.692,-7.002,ESTIMATED,LOW,PA,R,1,England
